Element Code,Scientific Name,English Name,Biogeoclimatic Units,Provincial,BC List,Global,COSEWIC,SARA,Provincial FRPA,Land Use Objectives,CDC Mapped Locations - Public,CDC Mapped Locations - Confidential
NLLEC5X020,Acarospora moenium,,,SU (2020),Unknown,G5 (2002),,,,,,
NLT0000780,Acarospora molybdina,,,SU (2020),Unknown,G3G5 (2001),,,,,,
NLLEC020G0,Acarospora nodulosa,,,SU (2020),Unknown,G5 (2008),,,,,,
NLT0000840,Acarospora oligospora,,,SU (2020),Unknown,GU (2015),,,,,,
NLLEC02960,Acarospora rosulata,,,SU (2020),Unknown,GNR,,,,,,
NLLEC02010,Acarospora schleicheri,,,S4? (2020),Yellow,GNR,,,,,,
NLLEC02980,Acarospora similis,,,SU (2020),Unknown,GNR,,,,,,
NLT0000950,Acarospora sinopica,,,S3S4 (2020),Yellow,G3G5 (2001),,,,,,
NLT0000990,Acarospora stapfiana,,,SU (2020),Unknown,GNR,,,,,,
NLLEC020S0,Acarospora strigata,,,SU (2025),Unknown,G4G5 (2002),,,,,,
NLLEC020U0,Acarospora thamnina,,,SU (2020),Unknown,GNR,,,,,,
NLLEC020X0,Acarospora veronensis,,,S3S5 (2020),Yellow,G5 (2001),,,,,,
NLLEC02990,Acarospora verruciformis,,,SU (2020),Unknown,GNR,,,,,,
IILEU7A010,Acasis viridata,Olive-and-black Carpet Moth,,S3S5 (2020),Not Reviewed,G5 (2018),,,,,,
NBMUS01010,Acaulon muticum,,,S2S3 (2024),Blue,G4G5 (1991),,,,,,
NBMUS01030,Acaulon triquetrum,,,S2S3 (2024),Blue,G2G4 (1999),,,,,,
ABNKC12061,Accipiter atricapillus,American Goshawk,,"S4B,S4N (2015)",No Status,G5 (2016),,,,,,
ABNKC12064,Accipiter atricapillus atricapillus,"American Goshawk, atricapillus subspecies",BWBS; ESSF; ICH; IDF; MS; PP; SBPS; SBS; SWB,S3S4 (2017),Blue,G5T5 (2023),NAR,,,,,
ABNKC12062,Accipiter atricapillus laingi,"American Goshawk, laingi subspecies",CDF; CWH,S2 (2010),Red,G5T2 (2016),T,1-T (2003),Y,,Y,
ABNKC12040,Accipiter cooperii,Cooper's Hawk,,S5 (2015),Yellow,G5 (2016),NAR,,,,,
ABNKC12020,Accipiter striatus,Sharp-shinned Hawk,,"S5B,S5N (2015)",Yellow,G5 (2016),NAR,,,,,
IIEPH59030,Acentrella insignificans,,,SU (2016),Not Reviewed,G5 (2009),,,,,,
IIEPH59010,Acentrella turbida,,,SU (2016),Not Reviewed,G5 (2017),,,,,,
PDACE01010,Acer campestre,hedge maple,,SNA (2022),Exotic,GNR,,,,,,
PDACE01020,Acer circinatum,vine maple,,S5 (2019),Yellow,G5 (2016),,,,,,
PDACE01052,Acer glabrum var. douglasii,Douglas maple,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDACE01080,Acer macrophyllum,bigleaf maple,,S5 (2019),Yellow,G5 (2016),,,,,,
PDACE01090,Acer negundo,box-elder,,SNA (2019),Exotic,G5 (2024),,,,,,
PDACE010D0,Acer platanoides,Norway maple,,SNA (2019),Exotic,GNR,,,,,,
PDACE010E0,Acer pseudoplatanus,sycamore maple,,SNA (2019),Exotic,GNR,,,,,,
PDACE010F2,Acer rubrum var. rubrum,red maple,,SNA (2019),Exotic,G5T5 (2023),,,,,,
IIEPH51020,Acerpenna pygmaea,,,SU (2016),Not Reviewed,G5 (2025),,,,,,
IILEYJK010,Acerra normalis,,,S4S5 (2020),Not Reviewed,GNR,,,,,,
IIORT67010,Acheta domesticus,House Cricket,,SNA (2015),Exotic,GNR,,,,,,
PDAST03060,Achillea alpina ssp. multiflora,Siberian yarrow,,S5 (2019),Yellow,G5 (2015),,,,,,
PDAST03090,Achillea borealis,woolly yarrow,,S5 (2019),Yellow,G5 (2017),,,,,,
PDAST03010,Achillea filipendulina,fernleaf yarrow,,SNA (2019),Exotic,GNR,,,,,,
PDAST0303G,Achillea millefolium,yarrow,,SNA (2019),Exotic,G5T5? (2003),,,,,,
PDAST03050,Achillea ptarmica,sneezeweed,,SNA (2019),Exotic,GNR,,,,,,
PDBER01010,Achlys triphylla,vanilla-leaf,,S5 (2019),Yellow,G5 (2016),,,,,,
CEBC000002,Achnatherum richardsonii Herbaceous Vegetation,spreading needlegrass Herbaceous Vegetation,BGxw2/00; IDFdk1a/93; IDFdk4/00; IDFxm/00,S3 (2013),Blue,G3,N/A,N/A,,,,
IIHOMN1020,Achorotile distincta,,,SNR,Not Reviewed,GNR,,,,,,
IIHOMN1030,Achorotile stylata,,,SNR,Not Reviewed,GNR,,,,,,
IIHOMN1040,Achorotile subarctica,,,SNR,Not Reviewed,GNR,,,,,,
IILER7Z010,Achroia grisella,Lesser Wax Moth,,SNA (2020),Exotic,GNR,,,,,,
IICOLRZ570,Acidota crenata,A Rove Beetle,,S4S5 (2023),Not Reviewed,G5 (2018),,,,,,
IICOLRZ580,Acidota quadrata,A Rove Beetle,,S4S5 (2023),Not Reviewed,G5 (2018),,,,,,
IICOLT7060,Acilius abbreviatus,,,S5 (2023),Not Reviewed,GNR,,,,,,
IICOLT7010,Acilius athabascae,A Predaceous Diving Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLT7030,Acilius semisulcatus,A Predaceous Diving Beetle,,S4S5 (2023),Not Reviewed,G5 (2015),,,,,,
IIHOM80010,Acinopterus viridis,,,SNR,Not Reviewed,GNR,,,,,,
AFCAA01030,Acipenser medirostris,Green Sturgeon,CDF; CWH,S2S3N (2019),Blue,G2 (2022),SC,1-SC (2006),,,,
AFCAA01050,Acipenser transmontanus,White Sturgeon,BG; CDF; CWH; ICH; IDF; MS; PP; SBS,S2 (2018),No Status,G3 (2024),E/T,,,,,
AFCAA01051,Acipenser transmontanus pop. 1,White Sturgeon (Upper Kootenay River Population),ICH,S1 (2018),Red,G3T1Q (2006),E,1-E (2003),,,Y,
AFCAA01052,Acipenser transmontanus pop. 2,White Sturgeon (Upper Columbia River Population),ICH,S1 (2018),Red,G3T3Q (2024),E,1-E (2003),,,Y,
AFCAA01054,Acipenser transmontanus pop. 4,White Sturgeon (Lower Fraser River Population),CDF; CWH; IDF,S1S2 (2018),Red,G3T2Q (2002),T,,,,Y,
AFCAA01055,Acipenser transmontanus pop. 5,White Sturgeon (Upper Fraser River Population),ICH; SBS,S2 (2018),Red,G3T1Q (2001),E,1-E (2003),,,Y,
IILEM1T490,Acleris aenigmana,a tortricid moth,,SU (2020),Unknown,GNR,,,,,,
IILEM1S020,Acleris albicomana,Red-edged Acleris Moth,,S5 (2020),Yellow,GNR,,,,,,
IILEM1T290,Acleris arcticana,A Tortricid Moth,,SU (2020),Unknown,GNR,,,,,,
IILEM1T480,Acleris bowmanana,,,S3S5 (2020),Blue,GNR,,,,,,
IILEM1T130,Acleris braunana,Alder Leafroller Moth,,SU (2020),Unknown,GNR,,,,,,
IILEM1T320,Acleris britannia,Brittania Moth,,S5 (2020),Yellow,GNR,,,,,,
IILEM1T030,Acleris caliginosana,,,S3S5 (2020),Blue,GNR,,,,,,
IILEM1T280,Acleris celiana,,,SU (2020),Unknown,GNR,,,,,,
IILEM1T090,Acleris cervinana,,,SU (2020),Unknown,GNR,,,,,,
IILEM1T020,Acleris comariana,a tortricid moth,,SNA (2020),Exotic,GNR,,,,,,
IILEM1T180,Acleris cornana,Dogwood Leafroller,,S5? (2020),Yellow,GNR,,,,,,
IILEM1S040,Acleris curvalana,Blueberry Leaftier Moth,,SU (2020),Unknown,GNR,,,,,,
IILEM1T540,Acleris effractana,Hook-winged Tortrix Moth,,SU (2020),Unknown,GNR,,,,,,
IILEM1T550,Acleris foliana,a tortricid moth,,SU (2020),Unknown,GNR,,,,,,
IILEM1T200,Acleris forbesana,Forbes' Acleris Moth,,S4S5 (2020),Yellow,GNR,,,,,,
IILEM1S010,Acleris forsskaleana,Maple Leaftier Moth,,SNA (2020),Exotic,GNR,,,,,,
IILEM1T270,Acleris fragariana,,,SU (2020),Unknown,GNR,,,,,,
IILEM1T150,Acleris fuscana,Small Aspen Leaftier Moth,,SU (2020),Unknown,GNR,,,,,,
IILEM1T420,Acleris gloveranus,Western Black-headed Budworm,,S5 (2020),Yellow,GNR,,,,,,
IILEM1T260,Acleris hastiana,,,S4S5 (2020),Yellow,GNR,,,,,,
IILEM1S050,Acleris holmiana,Golden Leafroller Moth,,SNA (2020),Exotic,GNR,,,,,,
IILEM1T560,Acleris hudsoniana,,,SU (2020),Unknown,GNR,,,,,,
IILEM1T170,Acleris implexana,,,SU (2020),Unknown,GNR,,,,,,
IILEM1T600,Acleris inana,,,SU (2020),Unknown,GNR,,,,,,
IILEM1T440,Acleris maccana,,,S5 (2020),Yellow,GNR,,,,,,
IILEM1T380,Acleris maculidorsana,Stained-back Leafroller Moth,,SU (2020),Unknown,GNR,,,,,,
IILEM1T520,Acleris maximana,,,S4 (2020),Yellow,GNR,,,,,,
IILEM1T400,Acleris minuta,Yellow-headed Fireworm,,SU (2020),Unknown,GNR,,,,,,
IILEM1T510,Acleris nigrolinea,,,SU (2020),Unknown,GNR,,,,,,
IILEM1T050,Acleris nivisellana,Snowy-shouldered Acleris Moth,,S5? (2020),Yellow,GNR,,,,,,
IILEM1T230,Acleris okanagana,a tortricid moth,,S1S2 (2020),Red,GNR,,,,,,
IILEM1T240,Acleris oxycoccana,,,SU (2020),Unknown,GNR,,,,,,
IILEM1T410,Acleris paracinderella,,,SU (2020),Unknown,GNR,,,,,,
IILEM1T610,Acleris placidana,Black-headed Birch Leaffolder Moth,,SU (2020),Unknown,GNR,,,,,,
IILEM1T040,Acleris ptychogrammos,a tortricid moth,,SU (2020),Unknown,GNR,,,,,,
IILEM1T060,Acleris rhombana,a tortricid moth,,SNA (2020),Exotic,GNR,,,,,,
IILEM1T310,Acleris robinsoniana,Robinson's Acleris Moth,,S5? (2020),Yellow,GNR,,,,,,
IILEM1T470,Acleris scabrana,Gray Rough-wing Moth,,SU (2020),Unknown,GNR,,,,,,
IILEM1T220,Acleris schalleriana,Schaller's Acleris Moth,,SU (2020),Unknown,GNR,,,,,,
IILEM1T160,Acleris semiannula,,,SU (2020),Unknown,GNR,,,,,,
IILEM1T360,Acleris senescens,a tortricid moth,,SU (2020),Unknown,GNR,,,,,,
IILEM1T120,Acleris subnivana,,,SU (2020),Unknown,GNR,,,,,,
IILEM1T430,Acleris variana,Eastern Black-headed Budworm Moth,,S5 (2020),Yellow,GNR,,,,,,
IILEM1T250,Acleris variegana,Garden Rose Tortrix Moth,,SNA (2020),Exotic,GNR,,,,,,
IICOLRW030,Aclypea bituberosa,A Carrion Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
IICOLJF110,Acmaeodera idahoensis,A Metallic Wood-boring Beetle,,S4S5 (2023),Not Reviewed,GNR,,,,,,
IICOLJF130,Acmaeodera vandykei,A Metallic Wood-boring Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLER020,Acmaeops proteus,A Longhorned Beetle,,S4S5 (2023),Not Reviewed,G5 (2017),,,,,,
IICOLZ3010,Acmaeopsoides rufula,A Longhorned Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
PDFAB2A1H1,Acmispon americanus var. americanus,Spanish-clover,,S4 (2019),Yellow,G5T5 (2015),,,,,,
PDFAB2A0C0,Acmispon denticulatus,meadow birds-foot trefoil,,S4S5 (2019),Yellow,G5 (2015),,,,,,
PDFAB2A0R0,Acmispon parviflorus,small-flowered birds-foot trefoil,,S4S5 (2019),Yellow,G5 (2015),,,,,,
NLT0009630,Acolium inquinans,,,S5 (2020),Yellow,G3G4 (2002),,,,,,
NLT0009640,Acolium karelicum,,,SU (2020),Unknown,GNR,,,,,,
IIHEMV0010,Acompocoris lepidus,,,SNR,Not Reviewed,GNR,,,,,,
PDRAN01011,Aconitum columbianum ssp. columbianum,Columbian monkshood,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDRAN01020,Aconitum delphiniifolium,mountain monkshood,,S5 (2019),Yellow,G5 (2016),,,,,,
IILEYER020,Acopa perpallida,,,S2S4 (2020),Not Reviewed,GNR,,,,,,
PMACO01010,Acorus americanus,American sweet-flag,CWHdm; ICHdw; ICHxw; IDFmw; SBSdk; SBSdw; SBSmh; SBSwk,S3 (2019),Blue,G5 (2024),,,,,Y,
IILEL05010,Acossus centerensis,Poplar Carpenterworm Moth,,SU (2020),Unknown,G4 (2004),,,,,,
IILEL05020,Acossus populi,Aspen Carpenterworm Moth,,S4S5 (2020),Yellow,GNR,,,,,,
IICOLQM360,Acritus nigricornis,A Hister Beetle,,SNA (2023),Exotic,GNR,,,,,,
IILERA8470,Acrobasis betulella,Birch Tubemaker Moth,,SU (2020),Unknown,GNR,,,,,,
IILERA8500,Acrobasis rubrifasciella,Alder Tubemaker Moth,,SU (2020),Unknown,GNR,,,,,,
IILER8A050,Acrobasis tricolorella,Destructive Pruneworm Moth,,S5 (2020),Yellow,GNR,,,,,,
IILER8A030,Acrobasis vaccinii,Cranberry Fruitworm Moth,,SU (2020),Unknown,GNR,,,,,,
IILEF2K050,Acrocercops astericola,Aster Tentiform Blotchminer,,S3S5 (2020),Blue,GNR,,,,,,
IILEF2K060,Acrocercops pnosmodiella,Marbleseed Leafminer,,SU (2020),Unknown,GNR,,,,,,
NLT0001130,Acrocordia cavata,,,S3S5 (2020),Yellow,GNR,,,,,,
NLT0001150,Acrocordia gemmata,,,SU (2020),Unknown,GNR,,,,,,
IICOLRZ5Y0,Acrolocha angustior,A Rove Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLRZ5Z0,Acrolocha crenulata,A Rove Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLRZ600,Acrolocha diffusa,A Rove Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
IICOLRZ620,Acrolocha helferi,A Rove Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLRZ630,Acrolocha leechi,A Rove Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLRZ640,Acrolocha minuta,A Rove Beetle,,SNA (2023),Exotic,GNR,,,,,,
IMGASK8010,Acroloxus coloradensis,Rocky Mountain Capshell,ESSF; SBS,S3S4 (2024),Blue,G3G4 (2014),NAR,,,,,
IICOLTN010,Acromacer bombifrons,A Pine Flower Snout Beetle,,S4S5 (2023),Not Reviewed,GNR,,,,,,
IILEYAQ750,Acronicta cyanescens,,,S4S5 (2020),Not Reviewed,GNR,,,,,,
IILEYAQ050,Acronicta dactylina,Fingered Dagger Moth,,S5 (2020),Yellow,G5 (2025),,,,,,
IILEYAQ410,Acronicta fragilis,Fragile Dagger Moth,,S4S5 (2020),Not Reviewed,G5 (2017),,,,,,
IILEYAQ230,Acronicta funeralis,Funerary Dagger Moth,,S4S5 (2020),Not Reviewed,G5 (2012),,,,,,
IILEYAQ140,Acronicta grisea,Gray Dagger Moth,,S4S5 (2020),Not Reviewed,G5 (2017),,,,,,
IILEYAQ760,Acronicta hasta,Forked Dagger Moth,,S4S5 (2020),Not Reviewed,G5 (2002),,,,,,
IILEYAQ570,Acronicta impleta,Yellow-haired Dagger Moth,,S4S5 (2020),Not Reviewed,G5 (2002),,,,,,
IILEYAQ610,Acronicta impressa,Impressed Dagger Moth,,S4S5 (2020),Not Reviewed,G5 (2017),,,,,,
IILEYAQ090,Acronicta innotata,Unmarked Dagger Moth,,S4S5 (2020),Not Reviewed,G5 (2002),,,,,,
IILEYAQ720,Acronicta lanceolaria,Pointed Dagger Moth,,S3S4 (2020),Not Reviewed,G4 (2002),,,,,,
IILEYAQ070,Acronicta lepusculina,Cottonwood Dagger Moth,,S3S5 (2020),Not Reviewed,G5 (2002),,,,,,
IILEYAR010,Acronicta lupini,Lupine Dagger Moth,,S4S5 (2020),Not Reviewed,G5 (2025),,,,,,
IILEYAQ200,Acronicta mansueta,Gentle Dagger Moth,,SNR (2020),Not Reviewed,GNR,,,,,,
IILEYAQ560,Acronicta marmorata,Marble Dagger Moth,,S3 (2020),Blue,GNR,,,,,,
IILEYAQ700,Acronicta oblinita,Smeared Dagger Moth,,S4S5 (2020),Not Reviewed,G5 (2002),,,,,,
IILEYAQ680,Acronicta perdita,,,S4S5 (2020),Not Reviewed,GNR,,,,,,
IILEYAQ260,Acronicta quadrata,Quadrate Dagger Moth,,S3S4 (2020),Not Reviewed,G4 (2002),,,,,,
IILEYAQ110,Acronicta radcliffei,Radcliffe's Dagger Moth,,S4S5 (2020),Not Reviewed,G5 (2017),,,,,,
IILEYAQ320,Acronicta strigulata,,,S4S5 (2020),Not Reviewed,GNR,,,,,,
IILEYAQ280,Acronicta superans,Splendid Dagger Moth,,SNR (2020),Not Reviewed,G5 (2002),,,,,,
IILEYAQ060,Acronicta vulpina,Vulpina Dagger Moth,,S4S5 (2020),Not Reviewed,G5 (2018),,,,,,
IIDIPDA010,Acrosathe otiosa,Lazy Stiletto Fly,,S4 (2019),Not Reviewed,GNR,,,,,,
NLT0001170,Acroscyphus sphaerophoroides,mountain crab-eye,CWHws,S2 (2019),Red,G3 (2025),SC,1-SC (2019),,,Y,
NFACR00010,Acrospermum cuneolum,,,SNR,Not Reviewed,GNR,,,,,,
IICOLT1020,Acrotrichis aspera,,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLT1030,Acrotrichis castanea,A Water-penny Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLT1040,Acrotrichis cognata,A Water-penny Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLT1050,Acrotrichis diffinis,A Water-penny Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLT1080,Acrotrichis grandicollis,A Water-penny Beetle,,SNA (2023),Exotic,GNR,,,,,,
IICOLT1100,Acrotrichis henrici,A Water-penny Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLT1110,Acrotrichis insularis,A Water-penny Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLT1120,Acrotrichis intermedia,A Water-penny Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLT1130,Acrotrichis josephi,A Water-penny Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLT1160,Acrotrichis parallelopipeda,A Water-penny Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLT1170,Acrotrichis parva,A Water-penny Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLT1200,Acrotrichis silvatica,A Water-penny Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLT1220,Acrotrichis vicina,A Water-penny Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLT1230,Acrotrichis volans,A Water-penny Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLT1240,Acrotrichis xanthocera,A Water-penny Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLRZ650,Acrulia tumidula,A Rove Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
PDRAN0T012,Actaea elata var. elata,tall bugbane,CWHdm; CWHms; CWHvm; MHmm,S1S2 (2019),Red,G4T4 (2015),E,1-E (2003),Y,,Y,
PDRAN02020,Actaea rubra,baneberry,,S5 (2019),Yellow,G5 (2016),,,,,,
IILEYLD010,Actebia balanitis,Bracketed Dart Moth,,S4S5 (2020),Not Reviewed,G5 (2018),,,,,,
IILEYLE010,Actebia fennica,Finnish Dart,,S4S5 (2020),Not Reviewed,G5 (2002),,,,,,
IICOLRZ5X0,Actiastes foveicollis,A Short-winged Mold Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLRK070,Actidium crotchianum,A Featherwinged Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
ARAAD02031,Actinemys marmorata,Northwestern Pond Turtle,CWH,SX (2025),Red,G2 (2024),XT,1-XT (2005),,,,
IAHIR17020,Actinobdella inequiannulata,a leech,,SU (2024),Unknown,GNR,,,,,,
ABNNF04020,Actitis macularius,Spotted Sandpiper,,S5B (2022),Yellow,G5 (2016),,,,,,
IICOLRZ680,Actium barri,A Rove Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLRZ690,Actium fastosum,A Rove Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLRZ6A0,Actium retractum,A Rove Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLRZ6B0,Actium wawonaensis,A Rove Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLRZ6C0,Actizona trifoveata,A Rove Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
ILARAG3020,Aculepeira carbonarioides,Dark Alpine Orbweaver,,S4S5 (2018),Not Reviewed,G5 (2015),,,,,,
ILARAG3010,Aculepeira packardi,Packard Alpine Orbweaver,,S4S5 (2018),Not Reviewed,G5 (2015),,,,,,
IICOL87050,Acupalpus carus,Ground Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
IICOL870C0,Acupalpus meridianus,A Ground Beetle,,SNA (2023),Exotic,GNR,,,,,,
IICOLRZ080,Acylophorus pronus,A Rove Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
IIHOM3F040,Acyrthosiphon caraganae,,,SNA,Exotic,GNR,,,,,,
IIHOM3F060,Acyrthosiphon lactucae,,,SNA,Exotic,GNR,,,,,,
IIHOM3F110,Acyrthosiphon macrosiphum,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM3F120,Acyrthosiphon malvae,,,SNA,Exotic,GNR,,,,,,
IIHOM3F010,Acyrthosiphon pisum,,,SNA,Exotic,GNR,,,,,,
IIHOM3F070,Acyrthosiphon pseudodirhodum,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM3F140,Acyrthosiphon purshiae,,,SNR,Not Reviewed,GNR,,,,,,
IILES0J040,Adaina cinerascens,,,SU (2020),Unknown,GNR,,,,,,
IILES0J030,Adaina montanus,,,SU (2020),Unknown,GNR,,,,,,
IICOLQ5010,Adalia bipunctata,Two-spotted Lady Beetle,,S5 (2023),Not Reviewed,G5 (2018),,,,,,
IILEE0G110,Adela purpurea,,,S5? (2020),Yellow,GNR,,,,,,
IILEE0G030,Adela septentrionella,a fairy moth,,S5 (2020),Yellow,GNR,,,,,,
IILEE0G060,Adela trigrapha,a fairy moth,,S3 (2020),Blue,GNR,,,,,,
IIHOM21070,Adelges abietis,,,SNA,Exotic,GNR,,,,,,
IIHOM21030,Adelges cooleyi,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM21040,Adelges lariciatus,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM21080,Adelges nordmannianae,,,SNA,Exotic,GNR,,,,,,
IIHOM21060,Adelges oregonensis,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM21020,Adelges piceae,,,SNA,Exotic,GNR,,,,,,
IIHOM21010,Adelges tsugae,,,SNR,Not Reviewed,GNR,,,,,,
NLT0001190,Adelolecia kolaensis,,,SU (2020),Unknown,GNR,,,,,,
NLT0001200,Adelolecia pilati,,,SU (2020),Unknown,G2G4 (2001),,,,,,
IILEYLV030,Adelphagrotis indeterminata,,,S3S5 (2020),Not Reviewed,GNR,,,,,,
IILEYLV010,Adelphagrotis stellaris,,,S4S5 (2020),Not Reviewed,GNR,,,,,,
IIHEM0V010,Adelphocoris lineolatus,,,SNA,Exotic,GNR,,,,,,
IIHEM0V040,Adelphocoris rapidus,,,SNR,Not Reviewed,GNR,,,,,,
PDAST06010,Adenocaulon bicolor,pathfinder,,S5 (2019),Yellow,G5 (2015),,,,,,
IICOLPF010,Aderus populneus,An Antlike Leaf Beetle,,SNA (2023),Exotic,GNR,,,,,,
PPADI030Q2,Adiantum aleuticum var. aleuticum,western maiden-hair fern,,S5 (2020),Yellow,G5T4 (2015),,,,,,
PPADI03010,Adiantum capillus-veneris,southern maiden-hair fern,IDFxk,S1 (2019),Red,G5 (2016),E,1-E (2003),,,,
IILEYHM040,Admetovis oxymorus,,,S3S5 (2020),Not Reviewed,GNR,,,,,,
IILEYHM020,Admetovis similaris,,,S3S4 (2020),Not Reviewed,GNR,,,,,,
IICOLRZ6D0,Adota maritima,A Rove Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
PDADO01010,Adoxa moschatellina,moschatel,,S5 (2025),Yellow,G5 (2016),,,,,,
IICOLRZ6E0,Adranes taylori,A Rove Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IRPRT05020,Adropion belgicae,a tardigrade,,SU (2022),Unknown,GNR,,,,,,
IRPRT05050,Adropion scoticum,a tardigrade,,SU (2022),Unknown,GNR,,,,,,
ABNCA04020,Aechmophorus clarkii,Clark's Grebe,,S1B (2022),Red,G5 (2022),,,,,Y,
ABNCA04010,Aechmophorus occidentalis,Western Grebe,BG; BWBS; CDF; CWH; ICH; IDF; MS; PP; SBPS; SBS,"S1S2B,S2N (2023)",Red,G5 (2016),SC,1-SC (2017),,,Y,Y
IIDIP7H370,Aedes aboriginis,,,SU (2017),Not Reviewed,GNR,,,,,,
IIDIP7H380,Aedes aloponotum,,,S3S4 (2017),Not Reviewed,GNR,,,,,,
IIDIP7H180,Aedes campestris,,,S5 (2017),Not Reviewed,G5 (2017),,,,,,
IIDIP7H010,Aedes canadensis,,,S5 (2017),Not Reviewed,G5 (2017),,,,,,
IIDIP7H190,Aedes cataphylla,,,S5 (2017),Not Reviewed,G5 (2017),,,,,,
IIDIP7H090,Aedes cinereus,,,S5 (2017),Not Reviewed,G5 (2016),,,,,,
IIDIP7H100,Aedes communis,,,S5 (2017),Not Reviewed,G5 (2016),,,,,,
IIDIP7H200,Aedes diantaeus,,,S5 (2017),Not Reviewed,G5 (2016),,,,,,
IIDIP7H210,Aedes dorsalis,,,S5 (2017),Not Reviewed,G5 (2017),,,,,,
IIDIP7H430,Aedes euedes,,,S4S5 (2017),Not Reviewed,G5 (2017),,,,,,
IIDIP7H030,Aedes excrucians,,,S5 (2017),Not Reviewed,G5 (2016),,,,,,
IIDIP7H110,Aedes fitchii,,,S5 (2017),Not Reviewed,G5 (2017),,,,,,
IIDIP7H440,Aedes flavescens,,,S4 (2017),Not Reviewed,G5 (2017),,,,,,
IIDIP7H350,Aedes hendersoni,,,S4S5 (2017),Not Reviewed,G5 (2017),,,,,,
IIDIP7H220,Aedes hexodontus,,,S5 (2017),Not Reviewed,G5 (2016),,,,,,
IIDIP7H230,Aedes impiger,,,S4 (2017),Not Reviewed,G5 (2016),,,,,,
IIDIP7H240,Aedes implicatus,,,S5 (2017),Not Reviewed,G5 (2016),,,,,,
IIDIP7H250,Aedes increpitus,,,S5 (2017),Not Reviewed,G5 (2017),,,,,,
IIDIP7H460,Aedes melanimon,,,S4 (2017),Not Reviewed,GNR,,,,,,
IIDIP7H470,Aedes mercurator,,,S5 (2017),Not Reviewed,G5 (2017),,,,,,
IIDIP7H270,Aedes nevadensis,,,S5 (2017),Not Reviewed,G5 (2017),,,,,,
IIDIP7H360,Aedes nigripes,,,S4 (2017),Not Reviewed,G5 (2016),,,,,,
IIDIP7H120,Aedes pionips,,,S5 (2017),Not Reviewed,G5 (2017),,,,,,
IIDIP7H130,Aedes provocans,,,S5 (2017),Not Reviewed,G5 (2016),,,,,,
IIDIP7H280,Aedes pullatus,,,S5 (2017),Not Reviewed,G5 (2016),,,,,,
IIDIP7H290,Aedes punctor,,,S5 (2017),Not Reviewed,G5 (2016),,,,,,
IIDIP7H140,Aedes riparius,,,S4? (2017),Not Reviewed,G5 (2017),,,,,,
IIDIP7H490,Aedes sierrensis,,,S5 (2017),Not Reviewed,G5 (2017),,,,,,
IIDIP7H310,Aedes spencerii,,,S4S5 (2017),Not Reviewed,G5 (2017),,,,,,
IIDIP7H150,Aedes sticticus,,,S5 (2017),Not Reviewed,G5 (2017),,,,,,
IIDIP7H510,Aedes togoi,,,SNA (2017),Exotic,GNR,,,,,,
