Element Code,Scientific Name,English Name,Biogeoclimatic Units,Provincial,BC List,Global,COSEWIC,SARA,Provincial FRPA,Land Use Objectives,CDC Mapped Locations - Public,CDC Mapped Locations - Confidential
ABPBX95011,Pooecetes gramineus affinis,"Vesper Sparrow, affinis subspecies",CDF,S1B (2022),Red,G5T2 (2022),E,1-E (2007),,,Y,
PDSAL01033,Populus balsamifera,balsam poplar,,SU (2022),Unknown,G5T5 (2016),,,,,,
CEBC003111,Populus balsamifera - Picea glauca / Alnus incana - Cornus sericea,balsam poplar - white spruce / mountain alder - red-osier dogwood,BWBSdk/112; BWBSdk/Fm20; BWBSmk/112; BWBSmk/Fm20; BWBSmw/112; BWBSmw/Fm20; SWBmk; SWBmk/Fm20,S3 (2012),Blue,GNR,N/A,N/A,,,Y,
PDSAL01044,Populus deltoides ssp. deltoides,eastern cottonwood,,SNA (2001),Exotic,G5T5 (2016),,,,,,
PDSAL01045,Populus deltoides ssp. monilifera,eastern cottonwood,,SNA (2000),Exotic,G5T5 (2016),,,,,,
PDSAL01080,Populus nigra,black poplar,,SNA (2019),Exotic,G5 (1994),,,,,,
PDSAL010B0,Populus tremuloides,trembling aspen,,S5 (2019),Yellow,G5 (2016),,,,,,
CEBC000878,Populus tremuloides / Achnatherum richardsonii - Geum triflorum,trembling aspen / spreading needlegrass - old man's whiskers,BGxw2/00; IDFxm/00,S2 (2004),Red,G2,N/A,N/A,,,,
CEBC001060,Populus tremuloides / Malus fusca / Carex obnupta,trembling aspen / Pacific crab apple / slough sedge,CDFmm/00; CWHxm1,S1 (2018),Red,G2 (2013),N/A,N/A,,,Y,
CEBC001051,Populus tremuloides / Philadelphus lewisii,trembling aspen / mock-orange,IDFxh1/00,S1 (2004),Red,G1,N/A,N/A,,,,
CEBC001050,Populus tremuloides / Symphoricarpos albus / Osmorhiza berteroi,trembling aspen / common snowberry / mountain sweet-cicely,IDFxh1/00,S1 (2004),Red,G3?,N/A,N/A,,,Y,
CEBC000882,Populus tremuloides / Symphoricarpos albus / Poa pratensis,trembling aspen / common snowberry / Kentucky bluegrass,BGxw1/08; IDFdk1a/94; IDFxh1/98; IDFxh1a/98; IDFxh2a/95; PPxh1/00; PPxh1a/00,S2 (2004),Red,GNR,N/A,N/A,,,Y,Y
PDSAL01032,Populus trichocarpa,black cottonwood,,S5 (2019),Yellow,G5T5 (2016),,,,,,
CEBC003069,Populus trichocarpa - Abies lasiocarpa / Oplopanax horridus,black cottonwood - subalpine fir / devil's club,ICHmc1/Fm03; ICHmc2/Fm03; ICHvc/Fm03; ICHwc/06; ICHwc/Fm03; SBSvk/Fm03,S2S3 (2008),Blue,GNR,N/A,N/A,,,,
C1B2CPBCS1,Populus trichocarpa - Alnus rubra / Rubus spectabilis,black cottonwood - red alder / salmonberry,CDFmm/08; CDFmm/Fm50; CWHdm/09; CWHdm/Fm50; CWHds1/09; CWHds1/Fm50; CWHds2/09; CWHds2/Fm50; CWHmm1/09; CWHmm1/Fm50; CWHms1/08; CWHms1/Fm50; CWHms2/08; CWHms2/Fm50; CWHvm1/10; CWHvm1/Fm50; CWHwm/06; CWHwm/Fm50; CWHws1/08; CWHws1/Fm50; CWHws2/08; CWHws2/Fm50; CWHxm1/09; CWHxm1/Fm50; CWHxm2/09; CWHxm2/Fm50,S3 (2010),Blue,GNR,N/A,N/A,,South Central Coast LUO,Y,
CEBC003137,Populus trichocarpa - Picea engelmannii x glauca / Cornus sericea,black cottonwood - hybrid white spruce / red-osier dogwood,SBPSxc/Fm02; SBPSdc/Fm02; SBPSmc/Fm02; SBPSmk/Fm02; SBSdh1/Fm02; SBSdh2/Fm02; SBSdk/08; SBSdk/Fm02; SBSdw1/Fm02; SBSdw2/Fm02; SBSdw3/Fm02; SBSmc1/Fm02; SBSmc2/Fm02; SBSmc3/Fm02; SBSmh/Fm02; SBSmk1/Fm02; SBSmk2/Fm02; SBSmm/Fm02; SBSmw/Fm02; SBSun/Fm02; SBSvk/Fm02; SBSwk1/Fm02; SBSwk2/Fm02; SBSwk3/Fm02; SBSwk3a/Fm02; ESSFdc1/Fm02; ESSFmc/Fm02; ESSFmh/Fm02; ESSFwh1/Fm02; ESSFwh2/Fm02; ESSFwh3/Fm02; ESSFwm1/Fm02; ESSFwm2/Fm02; ESSFwm3/Fm02; ESSFwm4/Fm02; ICHdk/Fm02; ICHdm/Fm02; ICHdw1/Fm02; ICHdw3/Fm02; ICHdw4/Fm02; ICHmc1/05; ICHmc1a/Fm02; ICHmc2/06; ICHmk/Fm02; ICHmk1/Fm02; ICHmk2/Fm02; ICHmk3/Fm02; ICHmk4/Fm02; ICHmm/Fm02; ICHmw1/Fm02; ICHmw2/Fm02; ICHmw3/Fm02; ICHmw4/Fm02; ICHmw5/Fm02; ICHvc/Fm02; ICHvk1/Fm02; ICHvk2/Fm02; ICHwc/Fm02; ICHwk1/Fm02; ICHwk2/Fm02; ICHwk3/Fm02; ICHwk4/Fm02; ICHxm1/Fm02; ICHxw/Fm02; ICHxwa/Fm02; IDFdc/Fm02; IDFdk1/Fm02; IDFdk2/Fm02; IDFdk3/Fm02; IDFdk4/Fm02; IDFdk5/Fm02; IDFdm2/Fm02; IDFxc/Fm02; IDFxk/Fm02; IDFxx2/Fm02; MSdc1/Fm02; MSdc2/Fm02; MSdc3/Fm02; MSdk/Fm02; MSdm1/Fm02; MSdm2/Fm02; MSdm3/Fm02; MSdv/Fm02; MSdw/Fm02; MSmw1/Fm02; MSmw2/Fm02; MSxk1/Fm02; MSxk2/Fm02; MSxk3/Fm02; MSxv/Fm02,S3 (2021),Blue,GNR,N/A,N/A,,,Y,
CEBC003134,Populus trichocarpa - Pseudotsuga menziesii / Acer glabrum - Symphoricarpos albus,black cottonwood - Douglas fir / Douglas maple - common snowberry,BGxh1/Fm05; BGxh2/Fm05; BGxh3/Fm05; BGxw1/Fm05; BGxw2/Fm05; ICHxm1/Fm05; IDFdc/Fm05; IDFdh/Fm05; IDFdk1/Fm05; IDFdk2/Fm05; IDFdm1/Fm05; IDFmw1/Fm05; IDFww1/Fm05; IDFxc/Fm05; IDFxh1/Fm05; IDFxh2/Fm05; IDFxx1/Fm05; PPxh1/Fm05; PPxh2/Fm05,S1S2 (2019),Red,GNR,N/A,N/A,,,Y,Y
CEBC001052,Populus trichocarpa - Pseudotsuga menziesii / Symphoricarpos albus - Cornus sericea,black cottonwood - Douglas-fir / common snowberry - red-osier dogwood,IDFxh1/00; PPxh1,S1S2 (2004),Red,G1G2,N/A,N/A,,,Y,Y
C3B4CPBSS1,Populus trichocarpa / Salix sitchensis,black cottonwood / Sitka willow,CWHdm/10; CWHds/10; CWHmm1/10; CWHms/09; CWHvm1/11; CWHwm/07; CWHws/09; CWHxm1/10; CWHxm2/10,S2S3 (2004),Blue,GNR,N/A,N/A,,South Central Coast LUO,,
C3B4CPBSS2,Populus trichocarpa / Salix sitchensis - Rubus parviflorus,black cottonwood / Sitka willow - thimbleberry,CWHms1/09; CWHms2/09,S2 (2004),Red,GNR,N/A,N/A,,Central and North Coast LUO; South Central Coast LUO,Y,
C2A2BPTSS1,Populus trichocarpa / Salix spp. Dry Submaritime,black cottonwood / willows Dry Submaritime,CWHds1/10; CWHds2/10,S2S3 (2004),Blue,GNR,N/A,N/A,,,,
CEBC003093,Populus trichocarpa / Symphoricarpos albus - Rosa spp.,black cottonwood / common snowberry - roses,IDFdh/Fm01; IDFdk5/Fm01; IDFdm1/Fm01; IDFdm2/Fm01; IDFdw/Fm01; IDFmw1/Fm01; IDFmw2/Fm01; IDFww/Fm01; IDFxc/Fm01; IDFxh1/Fm01; IDFxh2/Fm01; IDFxh4/Fm01; IDFxk/Fm01; IDFxx1/Fm01; IDFxx2/Fm01; MSdk/Fm01; MSdk1/Fm01; MSdw/Fm01; PPdh2/Fm01; PPxh1/Fm01; PPxh2/Fm01; PPxh3/Fm01; BGxh1/Fm01; BGxh2/Fm01; BGxh3/Fm01; BGxw1/Fm01; BGxw2/Fm01; ICHdm/Fm01; ICHdw1/Fm01; ICHdw4/Fm01; ICHmk1/Fm01; ICHmk4/Fm01; ICHmw2/Fm01; ICHmw4/Fm01; ICHmw5/Fm01; ICHxm1/Fm01; ICHxw/Fm01,S1 (2019),Red,GNR,N/A,N/A,,,Y,Y
CEBC003135,Populus trichocarpa / Toxicodendron rydbergii - Rosa spp.,black cottonwood / poison ivy - rose spp.,BGxh1/Fm06; BGxh2/Fm06; BGxh3/Fm06; PPxh1/Fm06,S1S2 (2021),Red,GNR,N/A,N/A,,,Y,Y
PDSAL010V0,Populus x hastata,spear-leaved poplar,,SNA (2023),No Status,GNA (2022),,,,,,
IEECH98010,Poraniopsis inflata,Thorny Star,,SNR,Not Reviewed,GNR,,,,,,
NBHEP2Q020,Porella cordaeana,,,S5? (2024),Yellow,G4 (1994),,,,,,
NBHEP2Q030,Porella navicularis,,,S5 (2021),Yellow,G5 (2017),,,,,,
NBHEP2Q0H0,Porella platyphylla,,,SU (2021),Unknown,G5 (2017),,,,,,
NBHEP2Q070,Porella roellii,,,S4 (2021),Yellow,G4 (1994),,,,,,
NFPOL3C0L0,Poria attenuata,,,SU (2021),Unknown,GNR,,,,,,
NFPOL3C030,Poria coniferarum,,,SU (2021),Unknown,GNR,,,,,,
NFPOL3C070,Poria flavicans,,,SU (2021),Unknown,GNR,,,,,,
NFPOL3C080,Poria fulvida,,,SU (2021),Unknown,GNR,,,,,,
NFPOL3C0C0,Poria micans,,,SU (2021),Unknown,GNR,,,,,,
NFPOL3C0E0,Poria oleagina,,,SU (2021),Unknown,GNR,,,,,,
NFPOL3C0H0,Poria subfuscoflavida,,,SU (2021),Unknown,GNR,,,,,,
NFPOL3C0K0,Poria tacamahacae,,,SU (2021),Unknown,GNR,,,,,,
AFCWA02020,Porichthys notatus,Plainfin Midshipman,,SNR,Not Reviewed,G5 (2017),,,,,,
NFPOL1L020,Poriella subacida,,,S5 (2021),Yellow,GNR,,,,,,
NLT0023440,Porina lectissima,,,SU (2025),Unknown,GNR,,,,,,
NLOST0M010,Porina pacifica,,,SU (2020),Unknown,GNR,,,,,,
NLOST0M040,Porina radicicola,,,SU (2020),Unknown,GNR,,,,,,
AFCSC16010,Poroclinus rothrocki,Whitebarred Prickleback,,SNR,Not Reviewed,GNR,,,,,,
NLT0023520,Porocyphus kenmorensis,,,SU (2025),Unknown,GNR,,,,,,
NFHYM15010,Porodaedalea abietis,,,SU (2025),Unknown,GNR,,,,,,
NFPOL42010,Porodisculus pendulus,,,SU (2025),Unknown,GNR,,,,,,
AFC9C02010,Poromitra crassiceps,Crested Ridgehead,,SNR,Not Reviewed,GNR,,,,,,
NFXYL02010,Poronia punctata,,,SU (2021),Unknown,GNR,,,,,,
IICOLRK120,Porophila malkini,A Featherwinged Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
NFPOL3U010,Porostereum spadiceum,,,SU (2021),Unknown,GNR,,,,,,
IICOLGB010,Porotachys bisulcatus,Ground Beetle,,SNA (2023),Exotic,GNR,,,,,,
NFBOL1U010,Porphyrellus indecisus,,,SU (2025),Unknown,GNR,,,,,,
NFBOL1U030,Porphyrellus olivaceobrunneus,,,SU (2025),Unknown,GNR,,,,,,
NFBOL11010,Porphyrellus porphyrosporus,,,S3 (2021),Blue,GNR,,,,,,
NLLEC9A0B0,Porpidia albocaerulescens,,,SU (2025),Unknown,G5 (2001),,,,,,
NLT0023540,Porpidia carlottiana,,,SU (2020),Unknown,GNR,,,,,,
NLLEC9A090,Porpidia cinereoatra,,,S5 (2020),Yellow,GNR,,,,,,
NLLEC9A0A0,Porpidia contraponenda,,,S5 (2020),Yellow,G4G5 (2021),,,,,,
NLLEC9A030,Porpidia crustulata,,,S5 (2020),Yellow,G5 (2015),,,,,,
NLT0023560,Porpidia flavicunda,,,SU (2020),Unknown,G4G5 (2001),,,,,,
NLT0023580,Porpidia grisea,,,SU (2020),Unknown,G2G3 (2002),,,,,,
NLT0023590,Porpidia lowiana,,,S5 (2020),Yellow,G4G5 (2021),,,,,,
NLLEC3J010,Porpidia macrocarpa,,,SU (2020),Unknown,G4 (1991),,,,,,
NLT0023600,Porpidia melinodes,,,SU (2020),Unknown,GNR,,,,,,
NLT0023610,Porpidia ochrolemma,,,SU (2020),Unknown,GNR,,,,,,
NLT0023620,Porpidia platycarpoides,,,SU (2020),Unknown,GNR,,,,,,
NLT0023630,Porpidia soredizodes,,,S5 (2020),Yellow,GNR,,,,,,
NLT0023640,Porpidia speirea,,,SU (2020),Unknown,G3G5 (2002),,,,,,
NLT0023650,Porpidia superba,,,SU (2020),Unknown,G3G4 (2006),,,,,,
NLT0023660,Porpidia thomsonii,,,SU (2020),Unknown,G2G4 (2002),,,,,,
NLLEC9A080,Porpidia tuberculosa,,,S5 (2023),Yellow,G2G4 (2002),,,,,,
NLT0023670,Porpidia zeoroides,,,SU (2020),Unknown,G3G5 (2002),,,,,,
IICOLRZR90,Porrhodites fenestralis,A Rove Beetle,,S4S5 (2023),Not Reviewed,G5 (2018),,,,,,
IICOLRZ5S0,Porrhodites inflatus,A Rove Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
ILARA21040,Porrhomma convexum,Holarctic Wideeyed Sheetweaver,,SU (2018),Not Reviewed,GNR,,,,,,
ILARA21060,Porrhomma rosenhaueri,,,SNR (2018),Not Reviewed,GNR,,,,,,
ILARA21020,Porrhomma terrestre,Terrestrial Wideeyed Sheetweaver,,SU (2018),Not Reviewed,GNR,,,,,,
PDPOR06090,Portulaca oleracea,common purslane,,SNA (2019),Exotic,GU (2006),,,,,,
ABNME08020,Porzana carolina,Sora,,S5 (2015),Yellow,G5 (2016),,,,,,
NFPOL060C0,Postia balsamea,,,SU (2021),Unknown,GNR,,,,,,
NFPOL060D0,Postia ceriflua,,,SU (2025),Unknown,GNR,,,,,,
NFPOL06030,Postia fragilis,,,S4 (2021),Yellow,GNR,,,,,,
NFPOL060F0,Postia immitis,,,S3S4 (2021),Yellow,GNR,,,,,,
NFPOL06010,Postia ptychogaster,,,SU (2021),Unknown,GNR,,,,,,
NFPOL06080,Postia sericeomollis,,,SU (2021),Unknown,GNR,,,,,,
NFPOL060A0,Postia tephroleuca,,,SU (2021),Unknown,GNR,,,,,,
PMPOT03010,Potamogeton alpinus,northern pondweed,,S5 (2019),Yellow,G5 (2024),,,,,,
PMPOT03020,Potamogeton amplifolius,large-leaved pondweed,,S5 (2019),Yellow,G5 (2024),,,,,,
PMPOT030X3,Potamogeton berchtoldii ssp. berchtoldii,Berchtold's pondweed,,S5 (2020),Yellow,G5T5 (2016),,,,,,
PMPOT03060,Potamogeton crispus,curled pondweed,,SNA (2019),Exotic,G5 (1984),,,,,,
PMPOT03080,Potamogeton epihydrus,ribbon-leaf pondweed,,S5 (2019),Yellow,G5 (2024),,,,,,
PMPOT030B0,Potamogeton foliosus,closed-leaved pondweed,,S5 (2019),Yellow,G5 (2024),,,,,,
PMPOT030C0,Potamogeton friesii,flat-stalked pondweed,,S5 (2019),Yellow,G5 (2025),,,,,,
PMPOT030D0,Potamogeton gramineus,grass-leaved pondweed,,S5 (2019),Yellow,G5 (2024),,,,,,
PMPOT030G0,Potamogeton illinoensis,Illinois pondweed,,S5 (2019),Yellow,G5 (2025),,,,,,
PMPOT030N0,Potamogeton natans,floating-leaved pondweed,,S5 (2019),Yellow,G5 (2024),,,,,,
PMPOT030P0,Potamogeton nodosus,long-leaved pondweed,,S4 (2019),Yellow,G5 (2025),,,,,,
PMPOT030R0,Potamogeton obtusifolius,blunt-leaved pondweed,,S4S5 (2019),Yellow,G5 (2024),,,,,,
PMPOT030V0,Potamogeton praelongus,long-stalked pondweed,,S5 (2019),Yellow,G5 (2025),,,,,,
PMPOT030X0,Potamogeton pusillus,small pondweed,,S5 (2019),Yellow,G5 (2024),,,,,,
PMPOT030Y0,Potamogeton richardsonii,Richardson's pondweed,,S5 (2019),Yellow,G5 (2024),,,,,,
PMPOT030Z0,Potamogeton robbinsii,Robbin's pondweed,,S4S5 (2019),Yellow,G5 (2024),,,,,,
PMPOT03110,Potamogeton strictifolius,stiff-leaved pondweed,CWHds; IDFdm; IDFun,S3 (2019),Blue,G5 (2025),,,,,Y,
PMPOT03160,Potamogeton zosteriformis,eel-grass pondweed,,S5 (2019),Yellow,G5 (2024),,,,,,
IMGASY1010,Potamopyrgus antipodarum,New Zealand Mudsnail,,SNA (2025),Exotic,G5 (2005),,,,,,
PDROS1B030,Potentilla anglica,trailing cinquefoil,,SNA (2019),Exotic,G5 (1984),,,,,,
PDROS1B4D1,Potentilla anserina ssp. anserina,common silverweed,,S5 (2020),Yellow,G5T5 (2024),,,,,,
PDROS1B4D2,Potentilla anserina ssp. pacifica,Pacific silverweed,,S5 (2020),Yellow,G5T5 (2016),,,,,,
PDROS1B4Y1,Potentilla arenosa ssp. arenosa,scree cinquefoil,,SU (2020),Unknown,G4G5TNR,,,,,,
PDROS1B050,Potentilla argentea,silvery cinquefoil,,SNA (2019),Exotic,GNR,,,,,,
PDROS1B080,Potentilla biennis,biennial cinquefoil,,S4 (2019),Yellow,G5 (1990),,,,,,
PDROS1B090,Potentilla biflora,two-flowered cinquefoil,BAFA; CMA; SBSmk,S3 (2019),Blue,G4G5 (2016),,,,,Y,
PDROS1B520,Potentilla bimundorum,staghorn cinquefoil,,SU (2019),Unknown,G5 (2019),,,,,,
PDROS1B2S0,Potentilla bipinnatifida,bipinnate cinquefoil,,SU (2025),Unknown,G5 (2015),,,,,,
PDROS1B0T1,Potentilla brunnescens,slender cinquefoil,,SU (2019),Unknown,G3G5 (2002),,,,,,
PDROS1B3Z0,Potentilla drummondii,Drummond's cinquefoil,,S5 (2019),Yellow,G5 (2008),,,,,,
PDROS1B0L0,Potentilla elegans,elegant cinquefoil,BAFA; CMA,S2S3 (2019),Blue,G4 (2016),,,,,Y,
PDROS1B0Q0,Potentilla flabellifolia,fan-leaved cinquefoil,,S4 (2019),Yellow,G5 (1990),,,,,,
PDROS1B0W6,Potentilla furcata,forked cinquefoil,,SH (2019),Red,G3G4 (2019),,,,,,
PDROS1B4V1,Potentilla glaucophylla var. glaucophylla,blue-leaved cinquefoil,,S5 (2020),Yellow,G5T5 (2016),,,,,,
PDROS1B0H3,Potentilla glaucophylla var. perdissecta,diverse-leaved cinquefoil,,S4S5 (2021),Yellow,G5T4 (1994),,,,,,
PDROS1B0T3,Potentilla gracilis var. fastigiata,graceful cinquefoil,,SU (2021),Unknown,G5T5 (2016),,,,,,
PDROS1B2C0,Potentilla gracilis var. flabelliformis,graceful cinquefoil,,S5 (2000),Yellow,G5T5 (2015),,,,,,
PDROS1B2Y3,Potentilla gracilis var. gracilis,graceful cinquefoil,CDFmm,S2 (2017),Red,G5TNR,,,,,Y,
PDROS1B0V0,Potentilla hippiana,woolly cinquefoil,,S4S5 (2019),Yellow,G5 (2016),,,,,,
PDROS1B0W7,Potentilla hookeriana var. hookeriana,Hooker's cinquefoil,,S4S5 (2019),Yellow,G4 (1988),,,,,,
